_________________________________________________________________
|---N of Coord--|-------x-------|-------y-------|-------z-------|
|           2149|        19.2332|        7.65148|              0|
|           2150|        24.7313|        7.65148|              0|
|           2151|         31.329|        7.65148|              0|
|           2152|        39.2463|        7.65148|              0|
|           2153|         48.747|        7.65148|              0|
|           2154|        60.1479|        7.65148|              0|
|           2155|         73.829|        7.65148|              0|
|           2156|        90.2463|        7.65148|              0|
|           2157|        109.947|        7.65148|              0|
|           2158|        133.588|        7.65148|              0|
|           2159|        161.957|        7.65148|              0|
|           2160|            196|        7.65148|              0|
|           2161|        236.851|        7.65148|              0|
|           2162|        285.873|        7.65148|              0|
|           2163|        344.699|        7.65148|              0|
|           2164|         415.29|        7.65148|              0|
|           2165|            500|        7.65148|              0|
|           2166|           -500|        10.8333|              0|
|           2167|       -399.845|        10.8333|              0|
|           2168|       -319.722|        10.8333|              0|
|           2169|       -255.623|        10.8333|              0|
|           2170|       -204.343|        10.8333|              0|
|           2171|        -163.32|        10.8333|              0|
|           2172|       -130.501|        10.8333|              0|
|           2173|       -104.246|        10.8333|              0|
|           2174|       -83.2423|        10.8333|              0|
|           2175|       -66.4392|        10.8333|              0|
|           2176|       -52.9966|        10.8333|              0|
|           2177|       -42.2426|        10.8333|              0|
|           2178|       -33.6394|        10.8333|              0|
|           2179|       -26.7568|        10.8333|              0|
|           2180|       -21.2507|        10.8333|              0|
|           2181|       -16.8459|        10.8333|              0|
|           2182|        -13.322|        10.8333|              0|
|           2183|       -10.5029|        10.8333|              0|
|           2184|       -8.24761|        10.8333|              0|
|           2185|       -6.44338|        10.8333|              0|
|           2186|             -5|        10.8333|              0|
|           2187|          -4.25|        10.8333|              0|
|           2188|           -3.5|        10.8333|              0|
|           2189|          -2.75|        10.8333|              0|
|           2190|             -2|        10.8333|              0|
|           2191|           -1.5|        10.8333|              0|
|           2192|             -1|        10.8333|              0|
|           2193|           -0.5|        10.8333|              0|
|           2194|              0|        10.8333|              0|
|           2195|            0.5|        10.8333|              0|
|           2196|              1|        10.8333|              0|
|           2197|            1.5|        10.8333|              0|
|           2198|              2|        10.8333|              0|
|           2199|           2.75|        10.8333|              0|
|           2200|            3.5|        10.8333|              0|
|           2201|           4.25|        10.8333|              0|
|           2202|              5|        10.8333|              0|
|           2203|        7.65148|        10.8333|              0|
|           2204|        10.8333|        10.8333|              0|
|           2205|        14.6514|        10.8333|              0|
|           2206|        19.2332|        10.8333|              0|
|           2207|        24.7313|        10.8333|              0|
|           2208|         31.329|        10.8333|              0|
|           2209|        39.2463|        10.8333|              0|
|           2210|         48.747|        10.8333|              0|
|           2211|        60.1479|        10.8333|              0|
|           2212|         73.829|        10.8333|              0|
|           2213|        90.2463|        10.8333|              0|
|           2214|        109.947|        10.8333|              0|
|           2215|        133.588|        10.8333|              0|
|           2216|        161.957|        10.8333|              0|
|           2217|            196|        10.8333|              0|
|           2218|        236.851|        10.8333|              0|
|           2219|        285.873|        10.8333|              0|
|           2220|        344.699|        10.8333|              0|
|           2221|         415.29|        10.8333|              0|
|           2222|            500|        10.8333|              0|
|           2223|           -500|        14.6514|              0|
|           2224|       -399.845|        14.6514|              0|
|           2225|       -319.722|        14.6514|              0|
|           2226|       -255.623|        14.6514|              0|
|           2227|       -204.343|        14.6514|              0|
|           2228|        -163.32|        14.6514|              0|
|           2229|       -130.501|        14.6514|              0|
|           2230|       -104.246|        14.6514|              0|
|           2231|       -83.2423|        14.6514|              0|
|           2232|       -66.4392|        14.6514|              0|
|           2233|       -52.9966|        14.6514|              0|
|           2234|       -42.2426|        14.6514|              0|
|           2235|       -33.6394|        14.6514|              0|
|           2236|       -26.7568|        14.6514|              0|
|           2237|       -21.2507|        14.6514|              0|
|           2238|       -16.8459|        14.6514|              0|
|           2239|        -13.322|        14.6514|              0|
|           2240|       -10.5029|        14.6514|              0|
|           2241|       -8.24761|        14.6514|              0|
|           2242|       -6.44338|        14.6514|              0|
|           2243|             -5|        14.6514|              0|
|           2244|          -4.25|        14.6514|              0|
|           2245|           -3.5|        14.6514|              0|
|           2246|          -2.75|        14.6514|              0|
|           2247|             -2|        14.6514|              0|
|           2248|           -1.5|        14.6514|              0|
|           2249|             -1|        14.6514|              0|
|           2250|           -0.5|        14.6514|              0|
|           2251|              0|        14.6514|              0|
|           2252|            0.5|        14.6514|              0|
|           2253|              1|        14.6514|              0|
|           2254|            1.5|        14.6514|              0|
|           2255|              2|        14.6514|              0|
|           2256|           2.75|        14.6514|              0|
|           2257|            3.5|        14.6514|              0|
|           2258|           4.25|        14.6514|              0|
|           2259|              5|        14.6514|              0|
|           2260|        7.65148|        14.6514|              0|
|           2261|        10.8333|        14.6514|              0|
|           2262|        14.6514|        14.6514|              0|
|           2263|        19.2332|        14.6514|              0|
|           2264|        24.7313|        14.6514|              0|
|           2265|         31.329|        14.6514|              0|
|           2266|        39.2463|        14.6514|              0|
|           2267|         48.747|        14.6514|              0|
|           2268|        60.1479|        14.6514|              0|
|           2269|         73.829|        14.6514|              0|
|           2270|        90.2463|        14.6514|              0|
|           2271|        109.947|        14.6514|              0|
|           2272|        133.588|        14.6514|              0|
|           2273|        161.957|        14.6514|              0|
|           2274|            196|        14.6514|              0|
|           2275|        236.851|        14.6514|              0|
|           2276|        285.873|        14.6514|              0|
|           2277|        344.699|        14.6514|              0|
|           2278|         415.29|        14.6514|              0|
|           2279|            500|        14.6514|              0|
|           2280|           -500|        19.2332|              0|
|           2281|       -399.845|        19.2332|              0|
|           2282|       -319.722|        19.2332|              0|
|           2283|       -255.623|        19.2332|              0|
|           2284|       -204.343|        19.2332|              0|
|           2285|        -163.32|        19.2332|              0|
|           2286|       -130.501|        19.2332|              0|
|           2287|       -104.246|        19.2332|              0|
|           2288|       -83.2423|        19.2332|              0|
|           2289|       -66.4392|        19.2332|              0|
|           2290|       -52.9966|        19.2332|              0|
|           2291|       -42.2426|        19.2332|              0|
|           2292|       -33.6394|        19.2332|              0|
|           2293|       -26.7568|        19.2332|              0|
|           2294|       -21.2507|        19.2332|              0|
|           2295|       -16.8459|        19.2332|              0|
|           2296|        -13.322|        19.2332|              0|
|           2297|       -10.5029|        19.2332|              0|
|           2298|       -8.24761|        19.2332|              0|
|           2299|       -6.44338|        19.2332|              0|
|           2300|             -5|        19.2332|              0|
|           2301|          -4.25|        19.2332|              0|
|           2302|           -3.5|        19.2332|              0|
|           2303|          -2.75|        19.2332|              0|
|           2304|             -2|        19.2332|              0|
|           2305|           -1.5|        19.2332|              0|
|           2306|             -1|        19.2332|              0|
|           2307|           -0.5|        19.2332|              0|
|           2308|              0|        19.2332|              0|
|           2309|            0.5|        19.2332|              0|
|           2310|              1|        19.2332|              0|
|           2311|            1.5|        19.2332|              0|
|           2312|              2|        19.2332|              0|
|           2313|           2.75|        19.2332|              0|
|           2314|            3.5|        19.2332|              0|
|           2315|           4.25|        19.2332|              0|
|           2316|              5|        19.2332|              0|
|           2317|        7.65148|        19.2332|              0|
|           2318|        10.8333|        19.2332|              0|
|           2319|        14.6514|        19.2332|              0|
|           2320|        19.2332|        19.2332|              0|
|           2321|        24.7313|        19.2332|              0|
|           2322|         31.329|        19.2332|              0|
|           2323|        39.2463|        19.2332|              0|
|           2324|         48.747|        19.2332|              0|
|           2325|        60.1479|        19.2332|              0|
|           2326|         73.829|        19.2332|              0|
|           2327|        90.2463|        19.2332|              0|
|           2328|        109.947|        19.2332|              0|
|           2329|        133.588|        19.2332|              0|
|           2330|        161.957|        19.2332|              0|
|           2331|            196|        19.2332|              0|
|           2332|        236.851|        19.2332|              0|
|           2333|        285.873|        19.2332|              0|
|           2334|        344.699|        19.2332|              0|
|           2335|         415.29|        19.2332|              0|
|           2336|            500|        19.2332|              0|
|           2337|           -500|        24.7313|              0|
|           2338|       -399.845|        24.7313|              0|
|           2339|       -319.722|        24.7313|              0|
|           2340|       -255.623|        24.7313|              0|
|           2341|       -204.343|        24.7313|              0|
|           2342|        -163.32|        24.7313|              0|
|           2343|       -130.501|        24.7313|              0|
|           2344|       -104.246|        24.7313|              0|
|           2345|       -83.2423|        24.7313|              0|
|           2346|       -66.4392|        24.7313|              0|
|           2347|       -52.9966|        24.7313|              0|
|           2348|       -42.2426|        24.7313|              0|
|           2349|       -33.6394|        24.7313|              0|
|           2350|       -26.7568|        24.7313|              0|
|           2351|       -21.2507|        24.7313|              0|
|           2352|       -16.8459|        24.7313|              0|
|           2353|        -13.322|        24.7313|              0|
|           2354|       -10.5029|        24.7313|              0|
|           2355|       -8.24761|        24.7313|              0|
|           2356|       -6.44338|        24.7313|              0|
|           2357|             -5|        24.7313|              0|
|           2358|          -4.25|        24.7313|              0|
|           2359|           -3.5|        24.7313|              0|
|           2360|          -2.75|        24.7313|              0|
|           2361|             -2|        24.7313|              0|
|           2362|           -1.5|        24.7313|              0|
|           2363|             -1|        24.7313|              0|
|           2364|           -0.5|        24.7313|              0|
|           2365|              0|        24.7313|              0|
|           2366|            0.5|        24.7313|              0|
|           2367|              1|        24.7313|              0|
|           2368|            1.5|        24.7313|              0|
|           2369|              2|        24.7313|              0|
|           2370|           2.75|        24.7313|              0|
|           2371|            3.5|        24.7313|              0|
|           2372|           4.25|        24.7313|              0|
|           2373|              5|        24.7313|              0|
|           2374|        7.65148|        24.7313|              0|
|           2375|        10.8333|        24.7313|              0|
|           2376|        14.6514|        24.7313|              0|
|           2377|        19.2332|        24.7313|              0|
|           2378|        24.7313|        24.7313|              0|
|           2379|         31.329|        24.7313|              0|
|           2380|        39.2463|        24.7313|              0|
|           2381|         48.747|        24.7313|              0|
|           2382|        60.1479|        24.7313|              0|
|           2383|         73.829|        24.7313|              0|
|           2384|        90.2463|        24.7313|              0|
|           2385|        109.947|        24.7313|              0|
|           2386|        133.588|        24.7313|              0|
|           2387|        161.957|        24.7313|              0|
|           2388|            196|        24.7313|              0|
|           2389|        236.851|        24.7313|              0|
|           2390|        285.873|        24.7313|              0|
|           2391|        344.699|        24.7313|              0|
|           2392|         415.29|        24.7313|              0|
|           2393|            500|        24.7313|              0|
|           2394|           -500|         31.329|              0|
|           2395|       -399.845|         31.329|              0|
|           2396|       -319.722|         31.329|              0|
|           2397|       -255.623|         31.329|              0|
|           2398|       -204.343|         31.329|              0|
|           2399|        -163.32|         31.329|              0|
|           2400|       -130.501|         31.329|              0|
|           2401|       -104.246|         31.329|              0|
|           2402|       -83.2423|         31.329|              0|
|           2403|       -66.4392|         31.329|              0|
|           2404|       -52.9966|         31.329|              0|
|           2405|       -42.2426|         31.329|              0|
|           2406|       -33.6394|         31.329|              0|
|           2407|       -26.7568|         31.329|              0|
|           2408|       -21.2507|         31.329|              0|
|           2409|       -16.8459|         31.329|              0|
|           2410|        -13.322|         31.329|              0|
|           2411|       -10.5029|         31.329|              0|
|           2412|       -8.24761|         31.329|              0|
|           2413|       -6.44338|         31.329|              0|
|           2414|             -5|         31.329|              0|
|           2415|          -4.25|         31.329|              0|
|           2416|           -3.5|         31.329|              0|
|           2417|          -2.75|         31.329|              0|
|           2418|             -2|         31.329|              0|
|           2419|           -1.5|         31.329|              0|
|           2420|             -1|         31.329|              0|
|           2421|           -0.5|         31.329|              0|
|           2422|              0|         31.329|              0|
|           2423|            0.5|         31.329|              0|
|           2424|              1|         31.329|              0|
|           2425|            1.5|         31.329|              0|
|           2426|              2|         31.329|              0|
|           2427|           2.75|         31.329|              0|
|           2428|            3.5|         31.329|              0|
|           2429|           4.25|         31.329|              0|
|           2430|              5|         31.329|              0|
|           2431|        7.65148|         31.329|              0|
|           2432|        10.8333|         31.329|              0|
|           2433|        14.6514|         31.329|              0|
|           2434|        19.2332|         31.329|              0|
|           2435|        24.7313|         31.329|              0|
|           2436|         31.329|         31.329|              0|
|           2437|        39.2463|         31.329|              0|
|           2438|         48.747|         31.329|              0|
|           2439|        60.1479|         31.329|              0|
|           2440|         73.829|         31.329|              0|
|           2441|        90.2463|         31.329|              0|
|           2442|        109.947|         31.329|              0|
|           2443|        133.588|         31.329|              0|
|           2444|        161.957|         31.329|              0|
|           2445|            196|         31.329|              0|
|           2446|        236.851|         31.329|              0|
|           2447|        285.873|         31.329|              0|
|           2448|        344.699|         31.329|              0|
|           2449|         415.29|         31.329|              0|
|           2450|            500|         31.329|              0|
|           2451|           -500|        39.2463|              0|
|           2452|       -399.845|        39.2463|              0|
|           2453|       -319.722|        39.2463|              0|
|           2454|       -255.623|        39.2463|              0|
|           2455|       -204.343|        39.2463|              0|
|           2456|        -163.32|        39.2463|              0|
|           2457|       -130.501|        39.2463|              0|
|           2458|       -104.246|        39.2463|              0|
|           2459|       -83.2423|        39.2463|              0|
|           2460|       -66.4392|        39.2463|              0|
|           2461|       -52.9966|        39.2463|              0|
|           2462|       -42.2426|        39.2463|              0|
|           2463|       -33.6394|        39.2463|              0|
|           2464|       -26.7568|        39.2463|              0|
|           2465|       -21.2507|        39.2463|              0|
|           2466|       -16.8459|        39.2463|              0|
|           2467|        -13.322|        39.2463|              0|
|           2468|       -10.5029|        39.2463|              0|
|           2469|       -8.24761|        39.2463|              0|
|           2470|       -6.44338|        39.2463|              0|
|           2471|             -5|        39.2463|              0|
|           2472|          -4.25|        39.2463|              0|
|           2473|           -3.5|        39.2463|              0|
|           2474|          -2.75|        39.2463|              0|
|           2475|             -2|        39.2463|              0|
|           2476|           -1.5|        39.2463|              0|
|           2477|             -1|        39.2463|              0|
|           2478|           -0.5|        39.2463|              0|
|           2479|              0|        39.2463|              0|
|           2480|            0.5|        39.2463|              0|
|           2481|              1|        39.2463|              0|
|           2482|            1.5|        39.2463|              0|
|           2483|              2|        39.2463|              0|
|           2484|           2.75|        39.2463|              0|
|           2485|            3.5|        39.2463|              0|
|           2486|           4.25|        39.2463|              0|
|           2487|              5|        39.2463|              0|
|           2488|        7.65148|        39.2463|              0|
|           2489|        10.8333|        39.2463|              0|
|           2490|        14.6514|        39.2463|              0|
|           2491|        19.2332|        39.2463|              0|
|           2492|        24.7313|        39.2463|              0|
|           2493|         31.329|        39.2463|              0|
|           2494|        39.2463|        39.2463|              0|
|           2495|         48.747|        39.2463|              0|
|           2496|        60.1479|        39.2463|              0|
|           2497|         73.829|        39.2463|              0|
|           2498|        90.2463|        39.2463|              0|
|           2499|        109.947|        39.2463|              0|
|           2500|        133.588|        39.2463|              0|
|           2501|        161.957|        39.2463|              0|
|           2502|            196|        39.2463|              0|
|           2503|        236.851|        39.2463|              0|
|           2504|        285.873|        39.2463|              0|
|           2505|        344.699|        39.2463|              0|
|           2506|         415.29|        39.2463|              0|
|           2507|            500|        39.2463|              0|
|           2508|           -500|         48.747|              0|
|           2509|       -399.845|         48.747|              0|
|           2510|       -319.722|         48.747|              0|
|           2511|       -255.623|         48.747|              0|
|           2512|       -204.343|         48.747|              0|
|           2513|        -163.32|         48.747|              0|
|           2514|       -130.501|         48.747|              0|
|           2515|       -104.246|         48.747|              0|
|           2516|       -83.2423|         48.747|              0|
|           2517|       -66.4392|         48.747|              0|
|           2518|       -52.9966|         48.747|              0|
|           2519|       -42.2426|         48.747|              0|
|           2520|       -33.6394|         48.747|              0|
|           2521|       -26.7568|         48.747|              0|
|           2522|       -21.2507|         48.747|              0|
|           2523|       -16.8459|         48.747|              0|
|           2524|        -13.322|         48.747|              0|
|           2525|       -10.5029|         48.747|              0|
|           2526|       -8.24761|         48.747|              0|
|           2527|       -6.44338|         48.747|              0|
|           2528|             -5|         48.747|              0|
|           2529|          -4.25|         48.747|              0|
|           2530|           -3.5|         48.747|              0|
|           2531|          -2.75|         48.747|              0|
|           2532|             -2|         48.747|              0|
|           2533|           -1.5|         48.747|              0|
|           2534|             -1|         48.747|              0|
|           2535|           -0.5|         48.747|              0|
|           2536|              0|         48.747|              0|
|           2537|            0.5|         48.747|              0|
|           2538|              1|         48.747|              0|
|           2539|            1.5|         48.747|              0|
|           2540|              2|         48.747|              0|
|           2541|           2.75|         48.747|              0|
|           2542|            3.5|         48.747|              0|
|           2543|           4.25|         48.747|              0|
|           2544|              5|         48.747|              0|
|           2545|        7.65148|         48.747|              0|
|           2546|        10.8333|         48.747|              0|
|           2547|        14.6514|         48.747|              0|
|           2548|        19.2332|         48.747|              0|
|           2549|        24.7313|         48.747|              0|
|           2550|         31.329|         48.747|              0|
|           2551|        39.2463|         48.747|              0|
|           2552|         48.747|         48.747|              0|
|           2553|        60.1479|         48.747|              0|
|           2554|         73.829|         48.747|              0|
|           2555|        90.2463|         48.747|              0|
|           2556|        109.947|         48.747|              0|
|           2557|        133.588|         48.747|              0|
|           2558|        161.957|         48.747|              0|
|           2559|            196|         48.747|              0|
|           2560|        236.851|         48.747|              0|
|           2561|        285.873|         48.747|              0|
|           2562|        344.699|         48.747|              0|
|           2563|         415.29|         48.747|              0|
|           2564|            500|         48.747|              0|
|           2565|           -500|        60.1479|              0|
|           2566|       -399.845|        60.1479|              0|
|           2567|       -319.722|        60.1479|              0|
|           2568|       -255.623|        60.1479|              0|
|           2569|       -204.343|        60.1479|              0|
|           2570|        -163.32|        60.1479|              0|
|           2571|       -130.501|        60.1479|              0|
|           2572|       -104.246|        60.1479|              0|
|           2573|       -83.2423|        60.1479|              0|
|           2574|       -66.4392|        60.1479|              0|
|           2575|       -52.9966|        60.1479|              0|
|           2576|       -42.2426|        60.1479|              0|
|           2577|       -33.6394|        60.1479|              0|
|           2578|       -26.7568|        60.1479|              0|
|           2579|       -21.2507|        60.1479|              0|
|           2580|       -16.8459|        60.1479|              0|
|           2581|        -13.322|        60.1479|              0|
|           2582|       -10.5029|        60.1479|              0|
|           2583|       -8.24761|        60.1479|              0|
|           2584|       -6.44338|        60.1479|              0|
|           2585|             -5|        60.1479|              0|
|           2586|          -4.25|        60.1479|              0|
|           2587|           -3.5|        60.1479|              0|
|           2588|          -2.75|        60.1479|              0|
|           2589|             -2|        60.1479|              0|
|           2590|           -1.5|        60.1479|              0|
|           2591|             -1|        60.1479|              0|
|           2592|           -0.5|        60.1479|              0|
|           2593|              0|        60.1479|              0|
|           2594|            0.5|        60.1479|              0|
|           2595|              1|        60.1479|              0|
|           2596|            1.5|        60.1479|              0|
|           2597|              2|        60.1479|              0|
|           2598|           2.75|        60.1479|              0|
|           2599|            3.5|        60.1479|              0|
|           2600|           4.25|        60.1479|              0|
|           2601|              5|        60.1479|              0|
|           2602|        7.65148|        60.1479|              0|
|           2603|        10.8333|        60.1479|              0|
|           2604|        14.6514|        60.1479|              0|
|           2605|        19.2332|        60.1479|              0|
|           2606|        24.7313|        60.1479|              0|
|           2607|         31.329|        60.1479|              0|
|           2608|        39.2463|        60.1479|              0|
|           2609|         48.747|        60.1479|              0|
|           2610|        60.1479|        60.1479|              0|
|           2611|         73.829|        60.1479|              0|
|           2612|        90.2463|        60.1479|              0|
|           2613|        109.947|        60.1479|              0|
|           2614|        133.588|        60.1479|              0|
|           2615|        161.957|        60.1479|              0|
|           2616|            196|        60.1479|              0|
|           2617|        236.851|        60.1479|              0|
|           2618|        285.873|        60.1479|              0|
|           2619|        344.699|        60.1479|              0|
|           2620|         415.29|        60.1479|              0|
|           2621|            500|        60.1479|              0|
|           2622|           -500|         73.829|              0|
|           2623|       -399.845|         73.829|              0|
|           2624|       -319.722|         73.829|              0|
|           2625|       -255.623|         73.829|              0|
|           2626|       -204.343|         73.829|              0|
|           2627|        -163.32|         73.829|              0|
|           2628|       -130.501|         73.829|              0|
|           2629|       -104.246|         73.829|              0|
|           2630|       -83.2423|         73.829|              0|
|           2631|       -66.4392|         73.829|              0|
|           2632|       -52.9966|         73.829|              0|
|           2633|       -42.2426|         73.829|              0|
|           2634|       -33.6394|         73.829|              0|
|           2635|       -26.7568|         73.829|              0|
|           2636|       -21.2507|         73.829|              0|
|           2637|       -16.8459|         73.829|              0|
|           2638|        -13.322|         73.829|              0|
|           2639|       -10.5029|         73.829|              0|
|           2640|       -8.24761|         73.829|              0|
|           2641|       -6.44338|         73.829|              0|
|           2642|             -5|         73.829|              0|
|           2643|          -4.25|         73.829|              0|
|           2644|           -3.5|         73.829|              0|
|           2645|          -2.75|         73.829|              0|
|           2646|             -2|         73.829|              0|
|           2647|           -1.5|         73.829|              0|
|           2648|             -1|         73.829|              0|
|           2649|           -0.5|         73.829|              0|
|           2650|              0|         73.829|              0|
|           2651|            0.5|         73.829|              0|
|           2652|              1|         73.829|              0|
|           2653|            1.5|         73.829|              0|
|           2654|              2|         73.829|              0|
|           2655|           2.75|         73.829|              0|
|           2656|            3.5|         73.829|              0|
|           2657|           4.25|         73.829|              0|
|           2658|              5|         73.829|              0|
|           2659|        7.65148|         73.829|              0|
|           2660|        10.8333|         73.829|              0|
|           2661|        14.6514|         73.829|              0|
|           2662|        19.2332|         73.829|              0|
|           2663|        24.7313|         73.829|              0|
|           2664|         31.329|         73.829|              0|
|           2665|        39.2463|         73.829|              0|
|           2666|         48.747|         73.829|              0|
|           2667|        60.1479|         73.829|              0|
|           2668|         73.829|         73.829|              0|
|           2669|        90.2463|         73.829|              0|
|           2670|        109.947|         73.829|              0|
|           2671|        133.588|         73.829|              0|
|           2672|        161.957|         73.829|              0|
|           2673|            196|         73.829|              0|
|           2674|        236.851|         73.829|              0|
|           2675|        285.873|         73.829|              0|
|           2676|        344.699|         73.829|              0|
|           2677|         415.29|         73.829|              0|
|           2678|            500|         73.829|              0|
|           2679|           -500|        90.2463|              0|
|           2680|       -399.845|        90.2463|              0|
|           2681|       -319.722|        90.2463|              0|
|           2682|       -255.623|        90.2463|              0|
|           2683|       -204.343|        90.2463|              0|
|           2684|        -163.32|        90.2463|              0|
|           2685|       -130.501|        90.2463|              0|
|           2686|       -104.246|        90.2463|              0|
|           2687|       -83.2423|        90.2463|              0|
|           2688|       -66.4392|        90.2463|              0|
|           2689|       -52.9966|        90.2463|              0|
|           2690|       -42.2426|        90.2463|              0|
|           2691|       -33.6394|        90.2463|              0|
|           2692|       -26.7568|        90.2463|              0|
|           2693|       -21.2507|        90.2463|              0|
|           2694|       -16.8459|        90.2463|              0|
|           2695|        -13.322|        90.2463|              0|
|           2696|       -10.5029|        90.2463|              0|
|           2697|       -8.24761|        90.2463|              0|
|           2698|       -6.44338|        90.2463|              0|
|           2699|             -5|        90.2463|              0|
|           2700|          -4.25|        90.2463|              0|
|           2701|           -3.5|        90.2463|              0|
|           2702|          -2.75|        90.2463|              0|
|           2703|             -2|        90.2463|              0|
|           2704|           -1.5|        90.2463|              0|
|           2705|             -1|        90.2463|              0|
|           2706|           -0.5|        90.2463|              0|
|           2707|              0|        90.2463|              0|
|           2708|            0.5|        90.2463|              0|
|           2709|              1|        90.2463|              0|
|           2710|            1.5|        90.2463|              0|
|           2711|              2|        90.2463|              0|
|           2712|           2.75|        90.2463|              0|
|           2713|            3.5|        90.2463|              0|
|           2714|           4.25|        90.2463|              0|
|           2715|              5|        90.2463|              0|
|           2716|        7.65148|        90.2463|              0|
|           2717|        10.8333|        90.2463|              0|
|           2718|        14.6514|        90.2463|              0|
|           2719|        19.2332|        90.2463|              0|
|           2720|        24.7313|        90.2463|              0|
|           2721|         31.329|        90.2463|              0|
|           2722|        39.2463|        90.2463|              0|
|           2723|         48.747|        90.2463|              0|
|           2724|        60.1479|        90.2463|              0|
|           2725|         73.829|        90.2463|              0|
|           2726|        90.2463|        90.2463|              0|
|           2727|        109.947|        90.2463|              0|
|           2728|        133.588|        90.2463|              0|
|           2729|        161.957|        90.2463|              0|
|           2730|            196|        90.2463|              0|
|           2731|        236.851|        90.2463|              0|
|           2732|        285.873|        90.2463|              0|
|           2733|        344.699|        90.2463|              0|
|           2734|         415.29|        90.2463|              0|
|           2735|            500|        90.2463|              0|
|           2736|           -500|        109.947|              0|
|           2737|       -399.845|        109.947|              0|
|           2738|       -319.722|        109.947|              0|
|           2739|       -255.623|        109.947|              0|
|           2740|       -204.343|        109.947|              0|
|           2741|        -163.32|        109.947|              0|
|           2742|       -130.501|        109.947|              0|
|           2743|       -104.246|        109.947|              0|
|           2744|       -83.2423|        109.947|              0|
|           2745|       -66.4392|        109.947|              0|
|           2746|       -52.9966|        109.947|              0|
|           2747|       -42.2426|        109.947|              0|
|           2748|       -33.6394|        109.947|              0|
|           2749|       -26.7568|        109.947|              0|
|           2750|       -21.2507|        109.947|              0|
|           2751|       -16.8459|        109.947|              0|
|           2752|        -13.322|        109.947|              0|
|           2753|       -10.5029|        109.947|              0|
|           2754|       -8.24761|        109.947|              0|
|           2755|       -6.44338|        109.947|              0|
|           2756|             -5|        109.947|              0|
|           2757|          -4.25|        109.947|              0|
|           2758|           -3.5|        109.947|              0|
|           2759|          -2.75|        109.947|              0|
|           2760|             -2|        109.947|              0|
|           2761|           -1.5|        109.947|              0|
|           2762|             -1|        109.947|              0|
|           2763|           -0.5|        109.947|              0|
|           2764|              0|        109.947|              0|
|           2765|            0.5|        109.947|              0|
|           2766|              1|        109.947|              0|
|           2767|            1.5|        109.947|              0|
|           2768|              2|        109.947|              0|
|           2769|           2.75|        109.947|              0|
|           2770|            3.5|        109.947|              0|
|           2771|           4.25|        109.947|              0|
|           2772|              5|        109.947|              0|
|           2773|        7.65148|        109.947|              0|
|           2774|        10.8333|        109.947|              0|
|           2775|        14.6514|        109.947|              0|
|           2776|        19.2332|        109.947|              0|
|           2777|        24.7313|        109.947|              0|
|           2778|         31.329|        109.947|              0|
|           2779|        39.2463|        109.947|              0|
|           2780|         48.747|        109.947|              0|
|           2781|        60.1479|        109.947|              0|
|           2782|         73.829|        109.947|              0|
|           2783|        90.2463|        109.947|              0|
|           2784|        109.947|        109.947|              0|
|           2785|        133.588|        109.947|              0|
|           2786|        161.957|        109.947|              0|
|           2787|            196|        109.947|              0|
|           2788|        236.851|        109.947|              0|
|           2789|        285.873|        109.947|              0|
|           2790|        344.699|        109.947|              0|
|           2791|         415.29|        109.947|              0|
|           2792|            500|        109.947|              0|
|           2793|           -500|        133.588|              0|
|           2794|       -399.845|        133.588|              0|
|           2795|       -319.722|        133.588|              0|
|           2796|       -255.623|        133.588|              0|
|           2797|       -204.343|        133.588|              0|
|           2798|        -163.32|        133.588|              0|
|           2799|       -130.501|        133.588|              0|
|           2800|       -104.246|        133.588|              0|
|           2801|       -83.2423|        133.588|              0|
|           2802|       -66.4392|        133.588|              0|
|           2803|       -52.9966|        133.588|              0|
|           2804|       -42.2426|        133.588|              0|
|           2805|       -33.6394|        133.588|              0|
|           2806|       -26.7568|        133.588|              0|
|           2807|       -21.2507|        133.588|              0|
|           2808|       -16.8459|        133.588|              0|
|           2809|        -13.322|        133.588|              0|
|           2810|       -10.5029|        133.588|              0|
|           2811|       -8.24761|        133.588|              0|
|           2812|       -6.44338|        133.588|              0|
|           2813|             -5|        133.588|              0|
|           2814|          -4.25|        133.588|              0|
|           2815|           -3.5|        133.588|              0|
|           2816|          -2.75|        133.588|              0|
|           2817|             -2|        133.588|              0|
|           2818|           -1.5|        133.588|              0|
|           2819|             -1|        133.588|              0|
|           2820|           -0.5|        133.588|              0|
