_________________________________________________________________
|---N of Coord--|-------x-------|-------y-------|-------z-------|
|           3842|          -2.75|       -52.9966|            0.5|
|           3843|             -2|       -52.9966|            0.5|
|           3844|           -1.5|       -52.9966|            0.5|
|           3845|             -1|       -52.9966|            0.5|
|           3846|           -0.5|       -52.9966|            0.5|
|           3847|              0|       -52.9966|            0.5|
|           3848|            0.5|       -52.9966|            0.5|
|           3849|              1|       -52.9966|            0.5|
|           3850|            1.5|       -52.9966|            0.5|
|           3851|              2|       -52.9966|            0.5|
|           3852|           2.75|       -52.9966|            0.5|
|           3853|            3.5|       -52.9966|            0.5|
|           3854|           4.25|       -52.9966|            0.5|
|           3855|              5|       -52.9966|            0.5|
|           3856|        7.65148|       -52.9966|            0.5|
|           3857|        10.8333|       -52.9966|            0.5|
|           3858|        14.6514|       -52.9966|            0.5|
|           3859|        19.2332|       -52.9966|            0.5|
|           3860|        24.7313|       -52.9966|            0.5|
|           3861|         31.329|       -52.9966|            0.5|
|           3862|        39.2463|       -52.9966|            0.5|
|           3863|         48.747|       -52.9966|            0.5|
|           3864|        60.1479|       -52.9966|            0.5|
|           3865|         73.829|       -52.9966|            0.5|
|           3866|        90.2463|       -52.9966|            0.5|
|           3867|        109.947|       -52.9966|            0.5|
|           3868|        133.588|       -52.9966|            0.5|
|           3869|        161.957|       -52.9966|            0.5|
|           3870|            196|       -52.9966|            0.5|
|           3871|        236.851|       -52.9966|            0.5|
|           3872|        285.873|       -52.9966|            0.5|
|           3873|        344.699|       -52.9966|            0.5|
|           3874|         415.29|       -52.9966|            0.5|
|           3875|            500|       -52.9966|            0.5|
|           3876|           -500|       -42.2426|            0.5|
|           3877|       -399.845|       -42.2426|            0.5|
|           3878|       -319.722|       -42.2426|            0.5|
|           3879|       -255.623|       -42.2426|            0.5|
|           3880|       -204.343|       -42.2426|            0.5|
|           3881|        -163.32|       -42.2426|            0.5|
|           3882|       -130.501|       -42.2426|            0.5|
|           3883|       -104.246|       -42.2426|            0.5|
|           3884|       -83.2423|       -42.2426|            0.5|
|           3885|       -66.4392|       -42.2426|            0.5|
|           3886|       -52.9966|       -42.2426|            0.5|
|           3887|       -42.2426|       -42.2426|            0.5|
|           3888|       -33.6394|       -42.2426|            0.5|
|           3889|       -26.7568|       -42.2426|            0.5|
|           3890|       -21.2507|       -42.2426|            0.5|
|           3891|       -16.8459|       -42.2426|            0.5|
|           3892|        -13.322|       -42.2426|            0.5|
|           3893|       -10.5029|       -42.2426|            0.5|
|           3894|       -8.24761|       -42.2426|            0.5|
|           3895|       -6.44338|       -42.2426|            0.5|
|           3896|             -5|       -42.2426|            0.5|
|           3897|          -4.25|       -42.2426|            0.5|
|           3898|           -3.5|       -42.2426|            0.5|
|           3899|          -2.75|       -42.2426|            0.5|
|           3900|             -2|       -42.2426|            0.5|
|           3901|           -1.5|       -42.2426|            0.5|
|           3902|             -1|       -42.2426|            0.5|
|           3903|           -0.5|       -42.2426|            0.5|
|           3904|              0|       -42.2426|            0.5|
|           3905|            0.5|       -42.2426|            0.5|
|           3906|              1|       -42.2426|            0.5|
|           3907|            1.5|       -42.2426|            0.5|
|           3908|              2|       -42.2426|            0.5|
|           3909|           2.75|       -42.2426|            0.5|
|           3910|            3.5|       -42.2426|            0.5|
|           3911|           4.25|       -42.2426|            0.5|
|           3912|              5|       -42.2426|            0.5|
|           3913|        7.65148|       -42.2426|            0.5|
|           3914|        10.8333|       -42.2426|            0.5|
|           3915|        14.6514|       -42.2426|            0.5|
|           3916|        19.2332|       -42.2426|            0.5|
|           3917|        24.7313|       -42.2426|            0.5|
|           3918|         31.329|       -42.2426|            0.5|
|           3919|        39.2463|       -42.2426|            0.5|
|           3920|         48.747|       -42.2426|            0.5|
|           3921|        60.1479|       -42.2426|            0.5|
|           3922|         73.829|       -42.2426|            0.5|
|           3923|        90.2463|       -42.2426|            0.5|
|           3924|        109.947|       -42.2426|            0.5|
|           3925|        133.588|       -42.2426|            0.5|
|           3926|        161.957|       -42.2426|            0.5|
|           3927|            196|       -42.2426|            0.5|
|           3928|        236.851|       -42.2426|            0.5|
|           3929|        285.873|       -42.2426|            0.5|
|           3930|        344.699|       -42.2426|            0.5|
|           3931|         415.29|       -42.2426|            0.5|
|           3932|            500|       -42.2426|            0.5|
|           3933|           -500|       -33.6394|            0.5|
|           3934|       -399.845|       -33.6394|            0.5|
|           3935|       -319.722|       -33.6394|            0.5|
|           3936|       -255.623|       -33.6394|            0.5|
|           3937|       -204.343|       -33.6394|            0.5|
|           3938|        -163.32|       -33.6394|            0.5|
|           3939|       -130.501|       -33.6394|            0.5|
|           3940|       -104.246|       -33.6394|            0.5|
|           3941|       -83.2423|       -33.6394|            0.5|
|           3942|       -66.4392|       -33.6394|            0.5|
|           3943|       -52.9966|       -33.6394|            0.5|
|           3944|       -42.2426|       -33.6394|            0.5|
|           3945|       -33.6394|       -33.6394|            0.5|
|           3946|       -26.7568|       -33.6394|            0.5|
|           3947|       -21.2507|       -33.6394|            0.5|
|           3948|       -16.8459|       -33.6394|            0.5|
|           3949|        -13.322|       -33.6394|            0.5|
|           3950|       -10.5029|       -33.6394|            0.5|
|           3951|       -8.24761|       -33.6394|            0.5|
|           3952|       -6.44338|       -33.6394|            0.5|
|           3953|             -5|       -33.6394|            0.5|
|           3954|          -4.25|       -33.6394|            0.5|
|           3955|           -3.5|       -33.6394|            0.5|
|           3956|          -2.75|       -33.6394|            0.5|
|           3957|             -2|       -33.6394|            0.5|
|           3958|           -1.5|       -33.6394|            0.5|
|           3959|             -1|       -33.6394|            0.5|
|           3960|           -0.5|       -33.6394|            0.5|
|           3961|              0|       -33.6394|            0.5|
|           3962|            0.5|       -33.6394|            0.5|
|           3963|              1|       -33.6394|            0.5|
|           3964|            1.5|       -33.6394|            0.5|
|           3965|              2|       -33.6394|            0.5|
|           3966|           2.75|       -33.6394|            0.5|
|           3967|            3.5|       -33.6394|            0.5|
|           3968|           4.25|       -33.6394|            0.5|
|           3969|              5|       -33.6394|            0.5|
|           3970|        7.65148|       -33.6394|            0.5|
|           3971|        10.8333|       -33.6394|            0.5|
|           3972|        14.6514|       -33.6394|            0.5|
|           3973|        19.2332|       -33.6394|            0.5|
|           3974|        24.7313|       -33.6394|            0.5|
|           3975|         31.329|       -33.6394|            0.5|
|           3976|        39.2463|       -33.6394|            0.5|
|           3977|         48.747|       -33.6394|            0.5|
|           3978|        60.1479|       -33.6394|            0.5|
|           3979|         73.829|       -33.6394|            0.5|
|           3980|        90.2463|       -33.6394|            0.5|
|           3981|        109.947|       -33.6394|            0.5|
|           3982|        133.588|       -33.6394|            0.5|
|           3983|        161.957|       -33.6394|            0.5|
|           3984|            196|       -33.6394|            0.5|
|           3985|        236.851|       -33.6394|            0.5|
|           3986|        285.873|       -33.6394|            0.5|
|           3987|        344.699|       -33.6394|            0.5|
|           3988|         415.29|       -33.6394|            0.5|
|           3989|            500|       -33.6394|            0.5|
|           3990|           -500|       -26.7568|            0.5|
|           3991|       -399.845|       -26.7568|            0.5|
|           3992|       -319.722|       -26.7568|            0.5|
|           3993|       -255.623|       -26.7568|            0.5|
|           3994|       -204.343|       -26.7568|            0.5|
|           3995|        -163.32|       -26.7568|            0.5|
|           3996|       -130.501|       -26.7568|            0.5|
|           3997|       -104.246|       -26.7568|            0.5|
|           3998|       -83.2423|       -26.7568|            0.5|
|           3999|       -66.4392|       -26.7568|            0.5|
|           4000|       -52.9966|       -26.7568|            0.5|
|           4001|       -42.2426|       -26.7568|            0.5|
|           4002|       -33.6394|       -26.7568|            0.5|
|           4003|       -26.7568|       -26.7568|            0.5|
|           4004|       -21.2507|       -26.7568|            0.5|
|           4005|       -16.8459|       -26.7568|            0.5|
|           4006|        -13.322|       -26.7568|            0.5|
|           4007|       -10.5029|       -26.7568|            0.5|
|           4008|       -8.24761|       -26.7568|            0.5|
|           4009|       -6.44338|       -26.7568|            0.5|
|           4010|             -5|       -26.7568|            0.5|
|           4011|          -4.25|       -26.7568|            0.5|
|           4012|           -3.5|       -26.7568|            0.5|
|           4013|          -2.75|       -26.7568|            0.5|
|           4014|             -2|       -26.7568|            0.5|
|           4015|           -1.5|       -26.7568|            0.5|
|           4016|             -1|       -26.7568|            0.5|
|           4017|           -0.5|       -26.7568|            0.5|
|           4018|              0|       -26.7568|            0.5|
|           4019|            0.5|       -26.7568|            0.5|
|           4020|              1|       -26.7568|            0.5|
|           4021|            1.5|       -26.7568|            0.5|
|           4022|              2|       -26.7568|            0.5|
|           4023|           2.75|       -26.7568|            0.5|
|           4024|            3.5|       -26.7568|            0.5|
|           4025|           4.25|       -26.7568|            0.5|
|           4026|              5|       -26.7568|            0.5|
|           4027|        7.65148|       -26.7568|            0.5|
|           4028|        10.8333|       -26.7568|            0.5|
|           4029|        14.6514|       -26.7568|            0.5|
|           4030|        19.2332|       -26.7568|            0.5|
|           4031|        24.7313|       -26.7568|            0.5|
|           4032|         31.329|       -26.7568|            0.5|
|           4033|        39.2463|       -26.7568|            0.5|
|           4034|         48.747|       -26.7568|            0.5|
|           4035|        60.1479|       -26.7568|            0.5|
|           4036|         73.829|       -26.7568|            0.5|
|           4037|        90.2463|       -26.7568|            0.5|
|           4038|        109.947|       -26.7568|            0.5|
|           4039|        133.588|       -26.7568|            0.5|
|           4040|        161.957|       -26.7568|            0.5|
|           4041|            196|       -26.7568|            0.5|
|           4042|        236.851|       -26.7568|            0.5|
|           4043|        285.873|       -26.7568|            0.5|
|           4044|        344.699|       -26.7568|            0.5|
|           4045|         415.29|       -26.7568|            0.5|
|           4046|            500|       -26.7568|            0.5|
|           4047|           -500|       -21.2507|            0.5|
|           4048|       -399.845|       -21.2507|            0.5|
|           4049|       -319.722|       -21.2507|            0.5|
|           4050|       -255.623|       -21.2507|            0.5|
|           4051|       -204.343|       -21.2507|            0.5|
|           4052|        -163.32|       -21.2507|            0.5|
|           4053|       -130.501|       -21.2507|            0.5|
|           4054|       -104.246|       -21.2507|            0.5|
|           4055|       -83.2423|       -21.2507|            0.5|
|           4056|       -66.4392|       -21.2507|            0.5|
|           4057|       -52.9966|       -21.2507|            0.5|
|           4058|       -42.2426|       -21.2507|            0.5|
|           4059|       -33.6394|       -21.2507|            0.5|
|           4060|       -26.7568|       -21.2507|            0.5|
|           4061|       -21.2507|       -21.2507|            0.5|
|           4062|       -16.8459|       -21.2507|            0.5|
|           4063|        -13.322|       -21.2507|            0.5|
|           4064|       -10.5029|       -21.2507|            0.5|
|           4065|       -8.24761|       -21.2507|            0.5|
|           4066|       -6.44338|       -21.2507|            0.5|
|           4067|             -5|       -21.2507|            0.5|
|           4068|          -4.25|       -21.2507|            0.5|
|           4069|           -3.5|       -21.2507|            0.5|
|           4070|          -2.75|       -21.2507|            0.5|
|           4071|             -2|       -21.2507|            0.5|
|           4072|           -1.5|       -21.2507|            0.5|
|           4073|             -1|       -21.2507|            0.5|
|           4074|           -0.5|       -21.2507|            0.5|
|           4075|              0|       -21.2507|            0.5|
|           4076|            0.5|       -21.2507|            0.5|
|           4077|              1|       -21.2507|            0.5|
|           4078|            1.5|       -21.2507|            0.5|
|           4079|              2|       -21.2507|            0.5|
|           4080|           2.75|       -21.2507|            0.5|
|           4081|            3.5|       -21.2507|            0.5|
|           4082|           4.25|       -21.2507|            0.5|
|           4083|              5|       -21.2507|            0.5|
|           4084|        7.65148|       -21.2507|            0.5|
|           4085|        10.8333|       -21.2507|            0.5|
|           4086|        14.6514|       -21.2507|            0.5|
|           4087|        19.2332|       -21.2507|            0.5|
|           4088|        24.7313|       -21.2507|            0.5|
|           4089|         31.329|       -21.2507|            0.5|
|           4090|        39.2463|       -21.2507|            0.5|
|           4091|         48.747|       -21.2507|            0.5|
|           4092|        60.1479|       -21.2507|            0.5|
|           4093|         73.829|       -21.2507|            0.5|
|           4094|        90.2463|       -21.2507|            0.5|
|           4095|        109.947|       -21.2507|            0.5|
|           4096|        133.588|       -21.2507|            0.5|
|           4097|        161.957|       -21.2507|            0.5|
|           4098|            196|       -21.2507|            0.5|
|           4099|        236.851|       -21.2507|            0.5|
|           4100|        285.873|       -21.2507|            0.5|
|           4101|        344.699|       -21.2507|            0.5|
|           4102|         415.29|       -21.2507|            0.5|
|           4103|            500|       -21.2507|            0.5|
|           4104|           -500|       -16.8459|            0.5|
|           4105|       -399.845|       -16.8459|            0.5|
|           4106|       -319.722|       -16.8459|            0.5|
|           4107|       -255.623|       -16.8459|            0.5|
|           4108|       -204.343|       -16.8459|            0.5|
|           4109|        -163.32|       -16.8459|            0.5|
|           4110|       -130.501|       -16.8459|            0.5|
|           4111|       -104.246|       -16.8459|            0.5|
|           4112|       -83.2423|       -16.8459|            0.5|
|           4113|       -66.4392|       -16.8459|            0.5|
|           4114|       -52.9966|       -16.8459|            0.5|
|           4115|       -42.2426|       -16.8459|            0.5|
|           4116|       -33.6394|       -16.8459|            0.5|
|           4117|       -26.7568|       -16.8459|            0.5|
|           4118|       -21.2507|       -16.8459|            0.5|
|           4119|       -16.8459|       -16.8459|            0.5|
|           4120|        -13.322|       -16.8459|            0.5|
|           4121|       -10.5029|       -16.8459|            0.5|
|           4122|       -8.24761|       -16.8459|            0.5|
|           4123|       -6.44338|       -16.8459|            0.5|
|           4124|             -5|       -16.8459|            0.5|
|           4125|          -4.25|       -16.8459|            0.5|
|           4126|           -3.5|       -16.8459|            0.5|
|           4127|          -2.75|       -16.8459|            0.5|
|           4128|             -2|       -16.8459|            0.5|
|           4129|           -1.5|       -16.8459|            0.5|
|           4130|             -1|       -16.8459|            0.5|
|           4131|           -0.5|       -16.8459|            0.5|
|           4132|              0|       -16.8459|            0.5|
|           4133|            0.5|       -16.8459|            0.5|
|           4134|              1|       -16.8459|            0.5|
|           4135|            1.5|       -16.8459|            0.5|
|           4136|              2|       -16.8459|            0.5|
|           4137|           2.75|       -16.8459|            0.5|
|           4138|            3.5|       -16.8459|            0.5|
|           4139|           4.25|       -16.8459|            0.5|
|           4140|              5|       -16.8459|            0.5|
|           4141|        7.65148|       -16.8459|            0.5|
|           4142|        10.8333|       -16.8459|            0.5|
|           4143|        14.6514|       -16.8459|            0.5|
|           4144|        19.2332|       -16.8459|            0.5|
|           4145|        24.7313|       -16.8459|            0.5|
|           4146|         31.329|       -16.8459|            0.5|
|           4147|        39.2463|       -16.8459|            0.5|
|           4148|         48.747|       -16.8459|            0.5|
|           4149|        60.1479|       -16.8459|            0.5|
|           4150|         73.829|       -16.8459|            0.5|
|           4151|        90.2463|       -16.8459|            0.5|
|           4152|        109.947|       -16.8459|            0.5|
|           4153|        133.588|       -16.8459|            0.5|
|           4154|        161.957|       -16.8459|            0.5|
|           4155|            196|       -16.8459|            0.5|
|           4156|        236.851|       -16.8459|            0.5|
|           4157|        285.873|       -16.8459|            0.5|
|           4158|        344.699|       -16.8459|            0.5|
|           4159|         415.29|       -16.8459|            0.5|
|           4160|            500|       -16.8459|            0.5|
|           4161|           -500|        -13.322|            0.5|
|           4162|       -399.845|        -13.322|            0.5|
|           4163|       -319.722|        -13.322|            0.5|
|           4164|       -255.623|        -13.322|            0.5|
|           4165|       -204.343|        -13.322|            0.5|
|           4166|        -163.32|        -13.322|            0.5|
|           4167|       -130.501|        -13.322|            0.5|
|           4168|       -104.246|        -13.322|            0.5|
|           4169|       -83.2423|        -13.322|            0.5|
|           4170|       -66.4392|        -13.322|            0.5|
|           4171|       -52.9966|        -13.322|            0.5|
|           4172|       -42.2426|        -13.322|            0.5|
|           4173|       -33.6394|        -13.322|            0.5|
|           4174|       -26.7568|        -13.322|            0.5|
|           4175|       -21.2507|        -13.322|            0.5|
|           4176|       -16.8459|        -13.322|            0.5|
|           4177|        -13.322|        -13.322|            0.5|
|           4178|       -10.5029|        -13.322|            0.5|
|           4179|       -8.24761|        -13.322|            0.5|
|           4180|       -6.44338|        -13.322|            0.5|
|           4181|             -5|        -13.322|            0.5|
|           4182|          -4.25|        -13.322|            0.5|
|           4183|           -3.5|        -13.322|            0.5|
|           4184|          -2.75|        -13.322|            0.5|
|           4185|             -2|        -13.322|            0.5|
|           4186|           -1.5|        -13.322|            0.5|
|           4187|             -1|        -13.322|            0.5|
|           4188|           -0.5|        -13.322|            0.5|
|           4189|              0|        -13.322|            0.5|
|           4190|            0.5|        -13.322|            0.5|
|           4191|              1|        -13.322|            0.5|
|           4192|            1.5|        -13.322|            0.5|
|           4193|              2|        -13.322|            0.5|
|           4194|           2.75|        -13.322|            0.5|
|           4195|            3.5|        -13.322|            0.5|
|           4196|           4.25|        -13.322|            0.5|
|           4197|              5|        -13.322|            0.5|
|           4198|        7.65148|        -13.322|            0.5|
|           4199|        10.8333|        -13.322|            0.5|
|           4200|        14.6514|        -13.322|            0.5|
|           4201|        19.2332|        -13.322|            0.5|
|           4202|        24.7313|        -13.322|            0.5|
|           4203|         31.329|        -13.322|            0.5|
|           4204|        39.2463|        -13.322|            0.5|
|           4205|         48.747|        -13.322|            0.5|
|           4206|        60.1479|        -13.322|            0.5|
|           4207|         73.829|        -13.322|            0.5|
|           4208|        90.2463|        -13.322|            0.5|
|           4209|        109.947|        -13.322|            0.5|
|           4210|        133.588|        -13.322|            0.5|
|           4211|        161.957|        -13.322|            0.5|
|           4212|            196|        -13.322|            0.5|
|           4213|        236.851|        -13.322|            0.5|
|           4214|        285.873|        -13.322|            0.5|
|           4215|        344.699|        -13.322|            0.5|
|           4216|         415.29|        -13.322|            0.5|
|           4217|            500|        -13.322|            0.5|
|           4218|           -500|       -10.5029|            0.5|
|           4219|       -399.845|       -10.5029|            0.5|
|           4220|       -319.722|       -10.5029|            0.5|
|           4221|       -255.623|       -10.5029|            0.5|
|           4222|       -204.343|       -10.5029|            0.5|
|           4223|        -163.32|       -10.5029|            0.5|
|           4224|       -130.501|       -10.5029|            0.5|
|           4225|       -104.246|       -10.5029|            0.5|
|           4226|       -83.2423|       -10.5029|            0.5|
|           4227|       -66.4392|       -10.5029|            0.5|
|           4228|       -52.9966|       -10.5029|            0.5|
|           4229|       -42.2426|       -10.5029|            0.5|
|           4230|       -33.6394|       -10.5029|            0.5|
|           4231|       -26.7568|       -10.5029|            0.5|
|           4232|       -21.2507|       -10.5029|            0.5|
|           4233|       -16.8459|       -10.5029|            0.5|
|           4234|        -13.322|       -10.5029|            0.5|
|           4235|       -10.5029|       -10.5029|            0.5|
|           4236|       -8.24761|       -10.5029|            0.5|
|           4237|       -6.44338|       -10.5029|            0.5|
|           4238|             -5|       -10.5029|            0.5|
|           4239|          -4.25|       -10.5029|            0.5|
|           4240|           -3.5|       -10.5029|            0.5|
|           4241|          -2.75|       -10.5029|            0.5|
|           4242|             -2|       -10.5029|            0.5|
|           4243|           -1.5|       -10.5029|            0.5|
|           4244|             -1|       -10.5029|            0.5|
|           4245|           -0.5|       -10.5029|            0.5|
|           4246|              0|       -10.5029|            0.5|
|           4247|            0.5|       -10.5029|            0.5|
|           4248|              1|       -10.5029|            0.5|
|           4249|            1.5|       -10.5029|            0.5|
|           4250|              2|       -10.5029|            0.5|
|           4251|           2.75|       -10.5029|            0.5|
|           4252|            3.5|       -10.5029|            0.5|
|           4253|           4.25|       -10.5029|            0.5|
|           4254|              5|       -10.5029|            0.5|
|           4255|        7.65148|       -10.5029|            0.5|
|           4256|        10.8333|       -10.5029|            0.5|
|           4257|        14.6514|       -10.5029|            0.5|
|           4258|        19.2332|       -10.5029|            0.5|
|           4259|        24.7313|       -10.5029|            0.5|
|           4260|         31.329|       -10.5029|            0.5|
|           4261|        39.2463|       -10.5029|            0.5|
|           4262|         48.747|       -10.5029|            0.5|
|           4263|        60.1479|       -10.5029|            0.5|
|           4264|         73.829|       -10.5029|            0.5|
|           4265|        90.2463|       -10.5029|            0.5|
|           4266|        109.947|       -10.5029|            0.5|
|           4267|        133.588|       -10.5029|            0.5|
|           4268|        161.957|       -10.5029|            0.5|
|           4269|            196|       -10.5029|            0.5|
|           4270|        236.851|       -10.5029|            0.5|
|           4271|        285.873|       -10.5029|            0.5|
|           4272|        344.699|       -10.5029|            0.5|
|           4273|         415.29|       -10.5029|            0.5|
|           4274|            500|       -10.5029|            0.5|
|           4275|           -500|       -8.24761|            0.5|
|           4276|       -399.845|       -8.24761|            0.5|
|           4277|       -319.722|       -8.24761|            0.5|
|           4278|       -255.623|       -8.24761|            0.5|
|           4279|       -204.343|       -8.24761|            0.5|
|           4280|        -163.32|       -8.24761|            0.5|
|           4281|       -130.501|       -8.24761|            0.5|
|           4282|       -104.246|       -8.24761|            0.5|
|           4283|       -83.2423|       -8.24761|            0.5|
|           4284|       -66.4392|       -8.24761|            0.5|
|           4285|       -52.9966|       -8.24761|            0.5|
|           4286|       -42.2426|       -8.24761|            0.5|
|           4287|       -33.6394|       -8.24761|            0.5|
|           4288|       -26.7568|       -8.24761|            0.5|
|           4289|       -21.2507|       -8.24761|            0.5|
|           4290|       -16.8459|       -8.24761|            0.5|
|           4291|        -13.322|       -8.24761|            0.5|
|           4292|       -10.5029|       -8.24761|            0.5|
|           4293|       -8.24761|       -8.24761|            0.5|
|           4294|       -6.44338|       -8.24761|            0.5|
|           4295|             -5|       -8.24761|            0.5|
|           4296|          -4.25|       -8.24761|            0.5|
|           4297|           -3.5|       -8.24761|            0.5|
|           4298|          -2.75|       -8.24761|            0.5|
|           4299|             -2|       -8.24761|            0.5|
|           4300|           -1.5|       -8.24761|            0.5|
|           4301|             -1|       -8.24761|            0.5|
|           4302|           -0.5|       -8.24761|            0.5|
|           4303|              0|       -8.24761|            0.5|
|           4304|            0.5|       -8.24761|            0.5|
|           4305|              1|       -8.24761|            0.5|
|           4306|            1.5|       -8.24761|            0.5|
|           4307|              2|       -8.24761|            0.5|
|           4308|           2.75|       -8.24761|            0.5|
|           4309|            3.5|       -8.24761|            0.5|
|           4310|           4.25|       -8.24761|            0.5|
|           4311|              5|       -8.24761|            0.5|
|           4312|        7.65148|       -8.24761|            0.5|
|           4313|        10.8333|       -8.24761|            0.5|
|           4314|        14.6514|       -8.24761|            0.5|
|           4315|        19.2332|       -8.24761|            0.5|
|           4316|        24.7313|       -8.24761|            0.5|
|           4317|         31.329|       -8.24761|            0.5|
|           4318|        39.2463|       -8.24761|            0.5|
|           4319|         48.747|       -8.24761|            0.5|
|           4320|        60.1479|       -8.24761|            0.5|
|           4321|         73.829|       -8.24761|            0.5|
|           4322|        90.2463|       -8.24761|            0.5|
|           4323|        109.947|       -8.24761|            0.5|
|           4324|        133.588|       -8.24761|            0.5|
|           4325|        161.957|       -8.24761|            0.5|
|           4326|            196|       -8.24761|            0.5|
|           4327|        236.851|       -8.24761|            0.5|
|           4328|        285.873|       -8.24761|            0.5|
|           4329|        344.699|       -8.24761|            0.5|
|           4330|         415.29|       -8.24761|            0.5|
|           4331|            500|       -8.24761|            0.5|
|           4332|           -500|       -6.44338|            0.5|
|           4333|       -399.845|       -6.44338|            0.5|
|           4334|       -319.722|       -6.44338|            0.5|
|           4335|       -255.623|       -6.44338|            0.5|
|           4336|       -204.343|       -6.44338|            0.5|
|           4337|        -163.32|       -6.44338|            0.5|
|           4338|       -130.501|       -6.44338|            0.5|
|           4339|       -104.246|       -6.44338|            0.5|
|           4340|       -83.2423|       -6.44338|            0.5|
|           4341|       -66.4392|       -6.44338|            0.5|
|           4342|       -52.9966|       -6.44338|            0.5|
|           4343|       -42.2426|       -6.44338|            0.5|
|           4344|       -33.6394|       -6.44338|            0.5|
|           4345|       -26.7568|       -6.44338|            0.5|
|           4346|       -21.2507|       -6.44338|            0.5|
|           4347|       -16.8459|       -6.44338|            0.5|
|           4348|        -13.322|       -6.44338|            0.5|
|           4349|       -10.5029|       -6.44338|            0.5|
|           4350|       -8.24761|       -6.44338|            0.5|
|           4351|       -6.44338|       -6.44338|            0.5|
|           4352|             -5|       -6.44338|            0.5|
|           4353|          -4.25|       -6.44338|            0.5|
|           4354|           -3.5|       -6.44338|            0.5|
|           4355|          -2.75|       -6.44338|            0.5|
|           4356|             -2|       -6.44338|            0.5|
|           4357|           -1.5|       -6.44338|            0.5|
|           4358|             -1|       -6.44338|            0.5|
|           4359|           -0.5|       -6.44338|            0.5|
|           4360|              0|       -6.44338|            0.5|
|           4361|            0.5|       -6.44338|            0.5|
|           4362|              1|       -6.44338|            0.5|
|           4363|            1.5|       -6.44338|            0.5|
|           4364|              2|       -6.44338|            0.5|
|           4365|           2.75|       -6.44338|            0.5|
|           4366|            3.5|       -6.44338|            0.5|
|           4367|           4.25|       -6.44338|            0.5|
|           4368|              5|       -6.44338|            0.5|
|           4369|        7.65148|       -6.44338|            0.5|
|           4370|        10.8333|       -6.44338|            0.5|
|           4371|        14.6514|       -6.44338|            0.5|
|           4372|        19.2332|       -6.44338|            0.5|
|           4373|        24.7313|       -6.44338|            0.5|
|           4374|         31.329|       -6.44338|            0.5|
|           4375|        39.2463|       -6.44338|            0.5|
|           4376|         48.747|       -6.44338|            0.5|
|           4377|        60.1479|       -6.44338|            0.5|
|           4378|         73.829|       -6.44338|            0.5|
|           4379|        90.2463|       -6.44338|            0.5|
|           4380|        109.947|       -6.44338|            0.5|
|           4381|        133.588|       -6.44338|            0.5|
|           4382|        161.957|       -6.44338|            0.5|
|           4383|            196|       -6.44338|            0.5|
|           4384|        236.851|       -6.44338|            0.5|
|           4385|        285.873|       -6.44338|            0.5|
|           4386|        344.699|       -6.44338|            0.5|
|           4387|         415.29|       -6.44338|            0.5|
|           4388|            500|       -6.44338|            0.5|
|           4389|           -500|             -5|            0.5|
|           4390|       -399.845|             -5|            0.5|
|           4391|       -319.722|             -5|            0.5|
|           4392|       -255.623|             -5|            0.5|
|           4393|       -204.343|             -5|            0.5|
|           4394|        -163.32|             -5|            0.5|
|           4395|       -130.501|             -5|            0.5|
|           4396|       -104.246|             -5|            0.5|
|           4397|       -83.2423|             -5|            0.5|
|           4398|       -66.4392|             -5|            0.5|
|           4399|       -52.9966|             -5|            0.5|
|           4400|       -42.2426|             -5|            0.5|
|           4401|       -33.6394|             -5|            0.5|
|           4402|       -26.7568|             -5|            0.5|
|           4403|       -21.2507|             -5|            0.5|
|           4404|       -16.8459|             -5|            0.5|
|           4405|        -13.322|             -5|            0.5|
|           4406|       -10.5029|             -5|            0.5|
|           4407|       -8.24761|             -5|            0.5|
|           4408|       -6.44338|             -5|            0.5|
|           4409|             -5|             -5|            0.5|
|           4410|          -4.25|             -5|            0.5|
|           4411|           -3.5|             -5|            0.5|
|           4412|          -2.75|             -5|            0.5|
|           4413|             -2|             -5|            0.5|
|           4414|           -1.5|             -5|            0.5|
|           4415|             -1|             -5|            0.5|
|           4416|           -0.5|             -5|            0.5|
|           4417|              0|             -5|            0.5|
|           4418|            0.5|             -5|            0.5|
|           4419|              1|             -5|            0.5|
|           4420|            1.5|             -5|            0.5|
|           4421|              2|             -5|            0.5|
|           4422|           2.75|             -5|            0.5|
|           4423|            3.5|             -5|            0.5|
|           4424|           4.25|             -5|            0.5|
|           4425|              5|             -5|            0.5|
|           4426|        7.65148|             -5|            0.5|
|           4427|        10.8333|             -5|            0.5|
|           4428|        14.6514|             -5|            0.5|
|           4429|        19.2332|             -5|            0.5|
|           4430|        24.7313|             -5|            0.5|
|           4431|         31.329|             -5|            0.5|
|           4432|        39.2463|             -5|            0.5|
|           4433|         48.747|             -5|            0.5|
|           4434|        60.1479|             -5|            0.5|
|           4435|         73.829|             -5|            0.5|
|           4436|        90.2463|             -5|            0.5|
|           4437|        109.947|             -5|            0.5|
|           4438|        133.588|             -5|            0.5|
|           4439|        161.957|             -5|            0.5|
|           4440|            196|             -5|            0.5|
|           4441|        236.851|             -5|            0.5|
|           4442|        285.873|             -5|            0.5|
|           4443|        344.699|             -5|            0.5|
|           4444|         415.29|             -5|            0.5|
|           4445|            500|             -5|            0.5|
|           4446|           -500|          -4.25|            0.5|
